pair,type,enrichment_ratio_r1_d2,enrichment_ratio_r1_d5,enrichment_ratio_r1_d10,enrichment_ratio_r2_d2,enrichment_ratio_r2_d5,enrichment_ratio_r2_d10,enrichment_fraction_r1_d2,enrichment_fraction_r1_d5,enrichment_fraction_r1_d10,enrichment_fraction_r2_d2,enrichment_fraction_r2_d5,enrichment_fraction_r2_d10,bound_r1_d2,bound_r1_d5,bound_r1_d10,bound_r2_d2,bound_r2_d5,bound_r2_d10,unbound_r1_d2,unbound_r1_d5,unbound_r1_d10,unbound_r2_d2,unbound_r2_d5,unbound_r2_d10,norm_bound_r1_d2,norm_bound_r1_d5,norm_bound_r1_d10,norm_bound_r2_d2,norm_bound_r2_d5,norm_bound_r2_d10,norm_unbound_r1_d2,norm_unbound_r1_d5,norm_unbound_r1_d10,norm_unbound_r2_d2,norm_unbound_r2_d5,norm_unbound_r2_d10,avg_enrichment_d2,avg_enrichment_d5,avg_enrichment_d10,domain1,domain2,d1_Gene,d1_Pathway,d1_Description,d2_Gene,d2_Pathway,d2_Description,d1_avg_d2,d1_sd_d2,d1_avg_d5,d1_sd_d5,d1_avg_d10,d1_sd_d10,d1_description,d2_avg_d2,d2_sd_d2,d2_avg_d5,d2_sd_d5,d2_avg_d10,d2_sd_d10,d2_description,composition,character,control,hit_gene,ctrl_character,order,hit_score_d2,hit_score_d5,hit_score_d10
Random_control;;;372; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1 control Pair,-0.6502940021530283,2.2212949009769365,0.1412534385591559,-1.2588278484473887,1.769552355936328,0.3700814813038822,0.389182591399352,0.82341882672556,0.524457820549204,0.2947233590423168,0.7732159664471236,0.5637808691505256,5921,6004,3011,2129,2700,2210,5455,350,5667,90,948,1652,1.1799268006971311e-4,2.820663625480139e-4,1.7936403387150684e-4,7.075067194030013e-5,2.7036285398633506e-4,1.575845441079139e-4,1.851880959394514e-4,6.048879090856929e-5,1.626349350516368e-4,1.6930723242873107e-4,7.929735185322429e-5,1.2192927541092454e-4,-0.9545609253002084,1.995423628456632,0.25566745993151907,Random_control;;;372;,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,NA,Random,Control,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,C-A,Activator,Random_control;;;372;,ITCH,NucDom Act,C-H,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Random_control;;;385;,1 control Pair,-1.8629461821611324,2.239664152188205,0.9063090746270596,-1.314962224877056,1.7483869510561223,0.5080131578359082,0.21563354813764973,0.8252625321206299,0.6520824716032573,0.28670068665614734,0.7706331010029023,0.5871334909405413,2603,4830,2298,2025,2119,1734,5558,278,2545,89,755,1178,5.187214089198839e-5,2.269121470864269e-4,1.3689091658476344e-4,6.729455644861801e-5,2.1218477318409035e-4,1.236432576846709e-4,1.8868477309467844e-4,4.804538249309218e-5,7.303792301154327e-5,1.674260409573007e-4,6.315348169745183e-5,8.694472544435177e-5,-1.5889542035190942,1.9940255516221637,0.7071611162314839,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,Random_control;;;385;,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,NA,Random,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,A-C,Activator,Random_control;;;385;,ITCH,NucDom Act,H-C,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Random_control;;;385; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1 control Pair,-1.0854929584243034,0.7837627639110061,1.3701068357863897,-1.5767743993006105,1.3296077082372624,0.23410885249837668,0.3202971881103192,0.6325711360791044,0.7210519634086135,0.25106567660718326,0.715370821396583,0.5404791863317208,2027,399,731,816,865,935,2525,63,587,43,412,768,4.039371094431827e-5,1.874491649844396e-5,4.354536989706792e-5,2.711721385781348e-5,8.661624766599253e-5,6.667038404565588e-5,8.571951278590556e-5,1.0887982363542472e-5,1.6846074973585812e-5,8.089123327150484e-5,3.4462562197814774e-5,5.668382779394071e-5,-1.3311336788624568,1.0566852360741343,0.8021078441423832,Random_control;;;385;,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,NA,Random,Control,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,C-A,Activator,Random_control;;;385;,ITCH,NucDom Act,C-H,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Random_control;;;410;,1 control Pair,-0.7923677985070446,1.87435545784736,0.77683383795831,-0.8982488079974401,2.7689006376893137,1.1095122495522396,0.3660436521812533,0.7857010209047127,0.63145414476984,0.34918611973398483,0.8720554082557795,0.6833164980454469,5468,5422,3225,2855,5631,2966,5559,402,3907,94,989,1328,1.0896537318378507e-4,2.547241535202084e-4,1.921119260164761e-4,9.487701662261948e-5,5.638567521470566e-4,2.1149129313306452e-4,1.8871872141657385e-4,6.947569698641388e-5,1.1212540872538293e-4,1.7683199831445244e-4,8.272687867388061e-5,9.80157855603558e-5,-0.8453083032522424,2.321628047768337,0.9431730437552748,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,Random_control;;;410;,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,NA,Random,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,A-C,Activator,Random_control;;;410;,ITCH,NucDom Act,H-C,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Random_control;;;410; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1 control Pair,-0.26474596615788215,1.5103475149570111,0.2109339208678675,-1.3948074878507204,1.6161764659386415,0.05100794082624949,0.4542513308011645,0.7401778471136593,0.5364870880192811,0.2755174165251572,0.7540347448004873,0.5088380819431544,5971,3385,2047,1550,2041,1601,4211,323,3671,72,797,1493,1.1898907155822616e-4,1.5902642192288925e-4,1.2193894962968268e-4,5.150941357795453e-5,2.0437429073559625e-4,1.1415966294876478e-4,1.4295638350156367e-4,5.582251275276537e-5,1.0535254042254432e-4,1.3544578594298486e-4,6.666665551373391e-5,1.1019395168796026e-4,-0.8297767270043013,1.5632619904478262,0.1309709308470585,Random_control;;;410;,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,NA,Random,Control,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,C-A,Activator,Random_control;;;410;,ITCH,NucDom Act,C-H,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Random_control;;;411;,1 control Pair,-1.084945570710615,2.396291616026386,0.26646642950579685,-0.6427244243899622,2.484466148936358,0.7397582568043178,0.3203797961480699,0.8403698851258357,0.5460442907116839,0.3904305883393111,0.8483992227438304,0.6254535759445741,6786,9722,3725,4786,5535,3495,8450,502,6428,132,1184,2022,1.3523025282098855e-4,4.567370380899052e-4,2.2189672074771272e-4,1.590477763768325e-4,5.542438506719869e-4,2.492117564059543e-4,2.8686332001619876e-4,8.675820867457653e-5,1.844745654688409e-4,2.4831727422880553e-4,9.90380428209046e-5,1.4923789036373452e-4,-0.8638349975502886,2.4403788824813724,0.5031123431550574,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,Random_control;;;411;,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,NA,Random,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,A-C,Activator,Random_control;;;411;,ITCH,NucDom Act,H-C,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Random_control;;;411; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1 control Pair,-0.8698222735697498,2.2344402770338587,-0.12204412455822627,-1.6585308286887055,2.2313015863401517,0.6226238941803818,0.3536771040249441,0.8247397656413245,0.4788639678233408,0.2405610620049061,0.8244250769995273,0.6062485067877434,8774,9954,4059,2869,4703,3589,9412,575,9169,160,1199,2252,1.7484677840426668e-4,4.6763633790854935e-4,2.417929636281788e-4,9.534226293880744e-5,4.7093203788804955e-4,2.5591444742230904e-4,3.1952160567958143e-4,9.937444220693528e-5,2.631374130030806e-4,3.009906354288552e-4,1.0029274775529104e-4,1.662135158749407e-4,-1.2641765511292278,2.232870931687005,0.2502898848110777,Random_control;;;411;,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,NA,Random,Control,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,C-A,Activator,Random_control;;;411;,ITCH,NucDom Act,C-H,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Random_control;;;89;,1 control Pair,-0.7575927149948056,1.824404748408352,0.7461373613075681,-0.19548040373477288,1.4192796765004707,0.9531885753983538,0.3716550279463789,0.7798136946331887,0.6264888238577225,0.46617755801036453,0.7278555677322801,0.6594176102732116,6737,7752,4850,4548,3454,3930,6686,595,6002,92,1546,1961,1.3425378916224578e-4,3.6418694911262553e-4,2.889125088929951e-4,1.511385890016369e-4,3.4586418432177825e-4,2.8022952866248944e-4,2.2697848019269883e-4,1.028309445445678e-4,1.7224896421032718e-4,1.7306961537159174e-4,1.2931825523743116e-4,1.4473565924989288e-4,-0.4765365593647892,1.6218422124544114,0.849662968352961,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,Random_control;;;89;,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,NA,Random,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,A-C,Activator,Random_control;;;89;,ITCH,NucDom Act,H-C,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Random_control;;;89; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1 control Pair,-0.6641653188727114,1.6548269520635932,0.05764276600670621,-1.0207789711867226,1.700031334012661,0.5099389691102558,0.3868994010157435,0.7589695961326289,0.5099874015659205,0.330140411899572,0.7646549454709048,0.5874570362587088,6719,7124,3570,3878,4424,4046,6250,615,7120,139,1630,2745,1.338950882263811e-4,3.3468367201733025e-4,2.1266343438102936e-4,1.2887322958406947e-4,4.4299454297612825e-4,2.8850093459756543e-4,2.1217701184630088e-4,1.0628744688220032e-4,2.043339928652998e-4,2.6148561452881796e-4,1.3634460286999535e-4,2.02600400122874e-4,-0.842472145029717,1.6774291430381272,0.28379086755848104,Random_control;;;89;,Short_nuclear_domain;ITCH_HUMAN;WW;302;29,NA,Random,Control,ITCH,Itchy E3 ubiquitin ligase; Nedd4 family (HECT domain),NucDom Act,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,-1.0730623486597204,0.8717169173721859,1.9166423646899087,0.6570569896413977,0.4193767063323562,0.466965730641235,Activator,C-A,Activator,Random_control;;;89;,ITCH,NucDom Act,C-H,-1.0730623486597204,1.9166423646899087,0.4193767063323562
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;130;,1 control Pair,-1.2055281291474125,0.9820914803569848,0.6073397030544402,-2.6530099851276954,0.7070108898676151,-0.9541735415732352,0.3024605060508134,0.6639024856650722,0.6037167273128065,0.1371783158798214,0.6201211803554537,0.3404290755820044,359,109,240,45,120,78,486,15,327,5,88,146,7.154090887523562e-6,5.120791725138827e-6,1.429670147099357e-5,1.495434587747067e-6,1.2016126843837112e-5,5.561807439102844e-6,1.6498884441168357e-5,2.5923767532243983e-6,9.384440402661944e-6,9.405957357151724e-6,7.360935615067233e-6,1.0775831846243935e-5,-1.929269057137554,0.8445511851123,-0.1734169192593975,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;130;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-1.0824935906394701,1.1669091568625771,1.0223775622802986,1.6259180419747101,0.2667620245419775,0.9686417587037139,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;130;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;131;,1 control Pair,-5.908107011763477,0.9621000051695184,-1.683369661222202,NA,-4.5165520751767705,2.613213811166963,0.01637985253882572,0.6608034938731474,0.23742973381755383,NA,0.04186111706704503,0.8595239629856338,12,86,12,NA,5,114,423,12,80,NA,137,18,2.391339572431274e-7,4.040257691393936e-6,7.148350735496785e-7,NA,5.006719518265464e-7,8.12879548791954e-6,1.4360140161757642e-5,2.0739014025795187e-6,2.2958875602842677e-6,NA,1.145963840072967e-5,1.328527213920485e-6,NA,-1.777226035003626,0.4649220749723805,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;131;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-0.6253140374813307,1.8433580970642491,0.186653940282749,1.6897052255789768,0.17492552064316244,0.8126013638877545,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;131;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,1 control Pair,-1.6074932266321666,NA,0.7581400494178331,NA,NA,-3.289217136250856,0.2470832391606081,NA,0.6284335642011164,NA,NA,0.0928003964377202,71,NA,44,NA,NA,9,127,NA,54,NA,NA,85,1.414875913688504e-6,NA,2.6210619363488215e-6,NA,NA,6.417470122041742e-7,4.311436880716834e-6,NA,1.5497241031918803e-6,NA,NA,6.273600732402292e-6,NA,NA,-1.2655385434165114,DMD_control_tiles;ENSG00000198947;;131;,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD,Dystrophin,Control,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,-0.6253140374813307,1.8433580970642491,0.186653940282749,1.6897052255789768,0.17492552064316244,0.8126013638877545,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;131;,JDP2,NucDom Repr,C-H,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;171;,1 control Pair,-3.746237279941088,-1.142236654645217,-1.0432656063085848,NA,-1.1030181664883143,-5.223314780061126,0.06935150456463805,0.3117955839536783,0.3267026535471594,NA,0.3176583758192404,0.02607071834225514,57,35,36,NA,21,11,449,21,154,NA,54,397,1.1358862969048553e-6,1.6442909209161368e-6,2.144505220649036e-6,NA,2.102822197671495e-6,7.843574593606574e-7,1.5242796531038256e-5,3.6293274545141575e-6,4.4195835535472154e-06,NA,4.516937763791256e-6,2.9301405773690703e-5,NA,-1.1226274105667655,-3.1332901931848554,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;171;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-1.1898968669051047,1.4067056189843583,0.12790933398625176,1.8763235321755443,-0.09258047147934972,1.0065252054082343,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;171;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
DMD_control_tiles;ENSG00000198947;;171; --- Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,1 control Pair,-2.2319561802049255,NA,NA,NA,-3.703922211078492,NA,0.17550925600588044,NA,NA,NA,0.07126863266970362,NA,33,NA,NA,NA,5,NA,91,NA,NA,NA,78,NA,6.576183824186004e-7,NA,NA,NA,5.006719518265464e-7,NA,3.0892972924821406e-6,NA,NA,NA,6.524465658809593e-6,NA,NA,NA,NA,DMD_control_tiles;ENSG00000198947;;171;,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD,Dystrophin,Control,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,-1.1898968669051047,1.4067056189843583,0.12790933398625176,1.8763235321755443,-0.09258047147934972,1.0065252054082343,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;171;,JDP2,NucDom Repr,C-H,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
DMD_control_tiles;ENSG00000198947;;176; --- Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,1 control Pair,0.5614097545880979,NA,NA,NA,NA,NA,0.5960755556046117,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,8.967523396617279e-6,NA,NA,NA,NA,NA,6.076749619278057e-6,NA,NA,NA,NA,NA,NA,NA,NA,DMD_control_tiles;ENSG00000198947;;176;,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD,Dystrophin,Control,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,-1.172235300558768,1.5101404768789752,0.3992366741082033,1.9308518209506782,0.26522491290658756,0.9732676994777376,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;176;,JDP2,NucDom Repr,C-H,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;176;,1 control Pair,-2.2197091198936456,-3.4126344488924976,0.14105877419434346,NA,-0.7843023766930337,NA,0.1767410511092053,0.08584490977351952,0.5244241683880242,NA,0.36734193409866966,NA,143,19,68,NA,81,NA,391,55,128,NA,167,NA,2.8496796571472688e-6,8.926150713544743e-7,4.050732083448178e-6,NA,8.110885619590052e-6,NA,1.3273793861104584e-5,9.50538142848946e-6,3.673420096454828e-6,NA,1.396904826950259e-5,NA,NA,-2.0984684127927657,NA,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;176;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-1.172235300558768,1.5101404768789752,0.3992366741082033,1.9308518209506782,0.26522491290658756,0.9732676994777376,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;176;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;182;,1 control Pair,-3.020094426360647,NA,-3.779294081220738,-1.9160443909614893,1.2278430531690556,-1.104198985577843,0.10974290032998178,NA,0.06788715546612942,0.2094736940827695,0.7007927989220974,0.31748099519965056,84,NA,6,75,45,26,400,NA,171,5,23,54,1.673937700701892e-6,NA,3.574175367748393e-7,2.4923909795784448e-6,4.506047566438918e-6,1.853935813034281e-6,1.3579328758163256e-5,NA,4.907459660107622e-6,9.405957357151724e-6,1.9238808993925724e-6,3.985581641761456e-6,-2.4680694086610684,NA,-2.4417465333992903,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;182;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-1.5428431744782019,1.6056364381562986,0.8762928943141503,2.0056948135417882,-0.553527274281152,1.5334072129174576,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;182;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
DMD_control_tiles;ENSG00000198947;;182; --- Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,1 control Pair,NA,NA,-2.379363474332102,NA,NA,NA,NA,NA,0.16121046387937954,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,2.978479473123661e-7,NA,NA,NA,NA,NA,1.5497241031918803e-6,NA,NA,NA,NA,NA,NA,DMD_control_tiles;ENSG00000198947;;182;,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD,Dystrophin,Control,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,-1.5428431744782019,1.6056364381562986,0.8762928943141503,2.0056948135417882,-0.553527274281152,1.5334072129174576,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;182;,JDP2,NucDom Repr,C-H,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- DMD_control_tiles;ENSG00000198947;;251;,1 control Pair,-3.4588711602320674,NA,-3.490724583279806,NA,-4.54780300916121,-0.852305137349249,0.08336301370526292,NA,0.08169131474425417,NA,0.04100087189342653,0.3564575341408227,11,NA,6,NA,5,43,71,NA,140,NA,140,75,2.192061274728668e-7,NA,3.574175367748393e-7,NA,5.006719518265464e-7,3.066124613864388e-6,2.410330854573978e-6,NA,4.017803230497468e-6,NA,1.171057938760696e-5,5.535530058002022e-6,NA,NA,-2.1715148603145273,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63,DMD_control_tiles;ENSG00000198947;;251;,JDP2,Transcription factor - bZIP/Jun,NucDom Repr,DMD,Dystrophin,Control,-1.8822167654555901,0.9980446430850596,-1.12350955112196,1.4066984126709472,-0.18547732029456918,1.3212908361796494,Repressor,-0.9151563794344381,1.8045772052738573,0.6843711871945083,2.019850518637156,0.29129084873771066,1.0585850540393396,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;251;,JDP2,NucDom Repr,H-C,-1.8822167654555901,-1.12350955112196,-0.18547732029456918
